component_id,category,manufacturer,package_type,years_since_introduction,technology_node_nm,num_alternative_parts,num_authorized_distributors,monthly_demand_units,demand_trend_6m,demand_trend_12m,avg_lead_time_weeks,lead_time_increase_pct,price_trend_6m,num_pcn_notices,last_pcn_months_ago,manufacturer_financial_health,num_design_wins,cross_reference_count,rohs_compliant,automotive_qualified,military_grade,lifecycle_stage,will_go_eol_12m
CMP-02992,Connectors,Samsung,SMD-0603,6.9,65,0,1,34094,0.089,-0.092,11.8,18.0,-0.031,1,1.0,78.1,2,2,0,1,0,Active,0
CMP-02993,Resistors,ROHM,SMD-0805,24.3,40,1,8,240,-0.23,-0.118,4.8,20.2,0.114,1,4.0,84.7,10,6,1,1,0,EOL Announced,1
CMP-02994,Semiconductors,Samsung,SMD-0402,4.7,22,5,2,82,-0.108,-0.093,8.6,21.3,-0.079,0,9.0,56.4,2,2,1,0,0,Mature,0
CMP-02995,Transistors,ROHM,TO-220,9.4,22,2,3,39,0.25,0.384,51.6,8.8,0.109,0,60.0,78.7,7,4,0,1,0,Declining,0
CMP-02996,Semiconductors,Texas Instruments,QFP,6.8,90,5,5,51,-0.049,0.133,7.1,0.1,0.034,0,30.0,85.6,38,4,1,0,0,Active,0
CMP-02997,Capacitors,Renesas,SMD-0402,1.6,180,3,8,1157,-0.089,-0.021,16.8,12.7,0.25,0,1.0,,2,5,1,0,0,Active,0
CMP-02998,Capacitors,Samsung,SMD-0805,7.2,14,6,5,108,-0.153,0.033,23.4,-2.8,-0.019,1,3.0,71.5,5,1,1,0,0,Last Buy,0
CMP-02999,Transistors,ROHM,SMD-0805,6.2,22,5,2,166232,0.006,-0.311,14.6,11.8,-0.054,0,16.0,74.7,54,2,0,1,0,Declining,0
CMP-03000,Inductors,Renesas,SMD-0603,5.4,250,4,8,390,-0.166,-0.519,5.3,16.5,-0.209,0,59.0,74.8,9,2,1,1,0,Mature,0
CMP-03001,Diodes,Analog Devices,BGA,5.8,7,3,9,238,,0.267,11.4,2.1,0.175,0,9.0,64.2,25,5,1,0,0,Active,0
CMP-03002,Capacitors,Analog Devices,TO-220,1.4,40,5,6,362,0.205,0.03,4.8,-4.3,0.176,0,32.0,58.6,2,3,1,0,1,Active,0
CMP-03003,Inductors,Analog Devices,SMD-0805,5.0,40,4,10,2655,-0.159,0.226,20.2,-20.0,-0.047,0,7.0,82.4,10,5,0,1,0,Active,0
CMP-03004,Connectors,Broadcom,SMD-0805,7.4,28,3,8,3264,-0.346,0.037,12.3,29.9,-0.015,1,4.0,100.0,3,1,1,1,1,Last Buy,0
CMP-03005,Transistors,Microchip,QFP,5.4,65,5,10,8074,-0.066,0.031,36.7,-20.0,-0.032,0,7.0,66.4,7,2,1,1,0,Active,0
CMP-03006,Transistors,Texas Instruments,QFN,5.4,180,1,8,1918,0.14,-0.039,17.3,7.6,-0.08,1,17.0,67.9,3,1,1,1,0,Mature,0
CMP-03007,Semiconductors,Vishay,QFN,0.6,40,2,5,16175,-0.168,0.299,2.9,23.6,-0.091,0,16.0,56.4,3,1,1,1,0,Active,0
CMP-03008,Inductors,Texas Instruments,SMD-0805,1.7,90,4,3,1199,-0.088,-0.129,9.7,-12.8,0.094,1,11.0,65.0,4,3,1,1,1,Active,0
CMP-03009,Semiconductors,STMicro,TSSOP,3.1,65,4,5,1749,0.288,0.109,3.9,34.7,-0.167,0,21.0,50.0,0,5,1,0,1,Active,0
CMP-03010,Connectors,TDK,SMD-0402,4.3,40,2,7,2510,0.128,0.026,29.7,20.2,0.015,0,5.0,100.0,3,0,1,0,1,Mature,0
CMP-03011,Capacitors,NXP,QFP,7.2,10,3,8,911,-0.092,0.239,5.7,-18.6,-0.042,0,2.0,50.6,5,1,1,0,1,Declining,0
CMP-03012,Capacitors,Intel,SMD-0402,15.9,90,2,3,1158,0.024,0.391,21.2,5.4,0.123,2,17.0,61.4,9,3,1,1,0,EOL Announced,1
CMP-03013,Resistors,Microchip,DIP,1.4,28,3,4,223,0.024,-0.344,19.3,25.8,0.115,1,3.0,61.5,5,4,1,0,0,Active,0
CMP-03014,Inductors,TDK,BGA,0.5,22,2,4,61,-0.217,-0.218,8.5,-0.4,0.1,0,13.0,51.0,1,3,1,1,0,Active,0
CMP-03015,Capacitors,TDK,QFN,4.8,180,5,6,12897,-0.095,0.172,24.8,14.7,0.03,0,7.0,91.4,2,7,1,0,0,Declining,0
CMP-03016,Diodes,Murata,QFN,4.5,90,5,0,761,0.077,0.008,13.2,11.0,-0.027,1,1.0,73.1,6,1,1,1,0,Active,0
CMP-03017,Resistors,ON Semi,QFP,6.4,250,5,2,209,-0.173,0.08,51.9,18.2,-0.081,0,11.0,73.7,3,2,1,0,0,Mature,0
CMP-03018,Semiconductors,ON Semi,TSSOP,14.3,28,5,5,1997,-0.026,-0.155,5.3,-5.2,0.197,0,38.0,63.9,1,2,1,1,1,EOL Announced,1
CMP-03019,Diodes,Microchip,TSSOP,13.0,130,3,2,15021,-0.31,-0.017,26.8,-19.8,0.102,0,38.0,86.3,14,2,1,0,0,Last Buy,0
CMP-03020,Capacitors,Analog Devices,SOIC,0.8,65,6,4,5528,0.19,-0.377,17.6,13.4,0.023,1,23.0,64.1,31,5,1,0,0,Active,0
CMP-03021,Resistors,Infineon,CSP,21.7,250,2,7,7454,0.356,-0.208,7.4,25.5,0.06,0,12.0,,0,4,1,0,1,EOL Announced,1
CMP-03022,Inductors,Intel,SMD-0402,0.9,180,4,4,151,0.038,0.275,28.6,1.3,-0.056,0,8.0,50.9,13,0,1,0,0,Active,0
CMP-03023,Capacitors,Vishay,TO-220,8.1,250,1,5,197,-0.086,-0.177,7.8,12.8,0.069,0,1.0,88.3,2,5,1,0,0,Mature,0
CMP-03024,Semiconductors,Analog Devices,QFP,8.9,250,3,6,374,-0.365,0.219,28.8,16.1,0.013,0,23.0,62.3,27,4,1,0,0,Declining,0
CMP-03025,Resistors,Microchip,SMD-0603,9.1,7,1,8,2828,0.082,-0.134,6.5,-7.5,-0.037,3,44.0,85.4,3,1,0,1,0,Last Buy,0
CMP-03026,ICs,NXP,SOIC,2.5,90,5,5,3385,0.116,-0.016,15.3,-12.8,0.02,0,16.0,57.7,13,3,1,1,1,Active,0
CMP-03027,Inductors,NXP,SOT-23,3.2,28,4,5,1288,0.049,0.027,13.5,-8.6,-0.069,1,60.0,76.0,10,2,1,0,0,Declining,0
CMP-03028,Inductors,Microchip,SMD-0402,6.4,90,9,3,17622,0.177,-0.195,43.1,2.9,-0.09,0,19.0,81.1,2,1,1,0,0,Active,0
CMP-03029,Inductors,ON Semi,SOIC,1.8,250,4,7,1381,0.061,0.128,12.1,3.8,-0.031,1,3.0,81.2,10,5,0,1,0,Active,0
CMP-03030,Semiconductors,TDK,QFP,0.5,10,3,6,6926,-0.081,0.334,4.5,-19.6,-0.034,1,13.0,64.8,3,1,0,1,0,Active,0
CMP-03031,Resistors,Broadcom,TO-220,6.6,65,5,3,26,-0.264,0.126,10.3,11.8,-0.146,0,15.0,83.8,2,2,1,1,1,Active,0
CMP-03032,Diodes,STMicro,SMD-0603,5.0,90,6,8,3345,0.041,-0.262,5.8,11.3,0.053,1,27.0,55.4,4,5,0,0,0,Mature,0
CMP-03033,Semiconductors,Infineon,BGA,8.6,28,6,4,81994,-0.186,0.041,40.4,7.4,0.225,0,20.0,69.6,5,2,1,0,0,Mature,0
CMP-03034,Capacitors,Texas Instruments,SOIC,1.3,22,4,9,1925,0.078,0.242,11.3,-9.3,0.012,1,1.0,88.0,26,2,1,1,0,Active,0
CMP-03035,Capacitors,Infineon,BGA,14.7,10,3,3,1014,0.236,-0.143,7.1,27.5,-0.051,0,4.0,80.3,8,3,1,0,0,EOL Announced,0
CMP-03036,Resistors,Murata,SMD-0805,1.3,14,4,4,1783,0.259,0.024,9.6,-2.7,-0.033,1,1.0,59.6,1,1,1,1,0,Active,0
CMP-03037,ICs,Infineon,QFN,17.8,65,5,7,1342,-0.271,-0.189,37.6,-10.4,0.006,2,11.0,100.0,15,3,0,1,0,Last Buy,1
CMP-03038,Semiconductors,TDK,DIP,4.8,40,5,8,124,,-0.148,33.9,20.4,-0.183,1,9.0,81.4,6,5,1,0,0,Mature,0
CMP-03039,Connectors,Vishay,QFN,6.4,10,7,4,2134,,-0.079,17.3,3.3,-0.121,0,12.0,90.6,9,2,1,1,0,Active,0
CMP-03040,Semiconductors,TDK,SOT-23,18.2,250,7,6,442,0.023,0.018,7.0,-20.0,0.004,0,60.0,60.4,11,0,1,1,0,Declining,0
CMP-03041,ICs,Broadcom,TSSOP,2.9,65,2,5,805,-0.045,0.237,12.3,6.2,0.093,0,0.0,83.2,23,1,0,0,0,Mature,0
CMP-03042,Semiconductors,ROHM,CSP,1.6,40,6,11,279,-0.237,-0.078,6.8,-6.4,0.042,0,60.0,56.7,4,6,1,0,0,Active,0
CMP-03043,Resistors,ON Semi,TO-220,4.7,28,6,6,4496,-0.031,-0.071,17.5,-16.6,0.092,1,42.0,79.1,4,4,1,1,0,Active,0
CMP-03044,Diodes,Vishay,SMD-0603,2.2,65,5,4,73,0.106,0.219,6.7,-0.9,0.034,1,7.0,77.6,1,7,0,1,0,Active,0
CMP-03045,Inductors,Samsung,BGA,6.0,28,5,8,526,0.059,-0.072,23.6,-9.4,-0.001,0,43.0,80.1,6,6,1,0,0,Declining,0
CMP-03046,Resistors,Vishay,QFP,2.6,90,2,6,9998,-0.067,0.132,7.9,-9.1,0.003,0,10.0,51.9,2,3,1,0,0,Active,0
CMP-03047,Capacitors,Infineon,BGA,16.0,90,3,6,8841,0.072,-0.213,12.6,7.9,-0.009,1,28.0,85.4,0,3,1,1,0,Last Buy,0
CMP-03048,Resistors,Broadcom,TO-220,7.5,14,2,4,751,,-0.024,15.5,20.5,-0.023,1,0.0,78.1,14,3,1,1,0,Mature,0
CMP-03049,Capacitors,Infineon,CSP,0.5,180,4,9,29,0.157,0.278,10.8,-20.0,0.03,1,42.0,65.0,18,3,0,0,1,Active,0
CMP-03050,Capacitors,Infineon,QFP,13.1,40,3,2,21613,-0.022,-0.332,20.9,21.5,-0.076,0,18.0,100.0,3,5,0,1,0,EOL Announced,1
CMP-03051,Resistors,Samsung,QFP,3.2,40,2,5,653,-0.057,-0.034,12.6,2.8,-0.117,0,3.0,58.5,15,2,1,1,0,Declining,0
CMP-03052,Capacitors,ON Semi,SOT-23,3.1,250,2,8,409,-0.028,-0.262,11.4,30.5,0.029,1,44.0,71.0,1,3,1,0,0,Active,0
CMP-03053,Capacitors,Texas Instruments,TO-220,3.9,40,3,9,1634,-0.135,0.082,13.8,19.0,-0.042,0,1.0,62.2,2,1,1,0,1,Active,0
CMP-03054,Inductors,Analog Devices,SOIC,8.0,90,5,2,1720,0.126,0.103,14.3,-20.0,-0.045,1,0.0,71.6,4,2,1,0,0,Declining,0
CMP-03055,ICs,Renesas,CSP,4.7,65,3,8,690,0.094,-0.323,18.5,9.2,0.048,1,49.0,51.5,10,5,1,1,0,Mature,0
CMP-03056,Connectors,Intel,QFN,7.9,22,6,0,1333,-0.118,-0.077,3.1,14.7,-0.129,1,14.0,96.2,3,1,1,0,0,Last Buy,0
CMP-03057,Semiconductors,ON Semi,CSP,1.3,250,3,4,2137,0.136,-0.372,23.0,-8.0,-0.083,0,2.0,50.7,0,0,1,0,0,Active,0
CMP-03058,Semiconductors,Analog Devices,TSSOP,28.1,40,4,3,91,0.129,0.004,8.5,19.2,0.096,0,2.0,44.7,9,6,1,1,0,Last Buy,0
CMP-03059,ICs,Infineon,SMD-0805,10.5,40,1,4,328,0.122,0.093,5.1,15.7,0.018,1,24.0,88.3,9,3,1,0,1,Mature,0
CMP-03060,Capacitors,Microchip,CSP,2.3,180,4,6,4935,0.077,0.146,5.7,1.5,0.006,0,16.0,77.8,3,4,1,0,0,Active,0
CMP-03061,Semiconductors,Analog Devices,BGA,10.3,65,2,7,15476,-0.245,0.186,28.3,4.6,0.02,1,14.0,56.3,4,2,1,1,0,Last Buy,0
CMP-03062,Connectors,ON Semi,SOIC,6.8,90,2,7,7643,0.173,0.093,17.7,1.2,0.011,1,20.0,71.2,1,4,1,0,0,Active,0
CMP-03063,Inductors,Murata,SMD-0805,0.9,130,1,4,318,-0.289,-0.212,3.5,11.3,-0.007,1,21.0,67.4,16,1,1,0,0,Active,0
CMP-03064,Inductors,NXP,SMD-0603,1.6,22,3,4,5538,-0.137,0.073,13.1,22.5,-0.011,2,6.0,98.5,2,1,1,0,0,Active,0
CMP-03065,Capacitors,NXP,DIP,0.5,22,10,6,266,,0.111,9.0,-0.2,-0.041,0,60.0,93.2,17,7,1,0,0,Active,0
CMP-03066,Semiconductors,Microchip,TSSOP,13.3,10,5,5,430,0.102,0.068,11.7,10.8,-0.112,0,1.0,73.0,5,3,1,0,1,Last Buy,0
CMP-03067,ICs,Intel,BGA,6.4,180,3,5,142,-0.025,-0.192,4.0,16.4,0.097,0,27.0,75.6,34,2,1,0,0,Active,0
CMP-03068,Capacitors,Intel,SOT-23,3.0,22,4,5,665,-0.089,0.107,16.2,34.8,,0,5.0,58.8,35,3,1,1,0,Active,0
CMP-03069,Inductors,ROHM,SMD-0805,1.1,28,6,3,398,0.161,0.422,16.8,-7.4,-0.046,0,39.0,76.1,7,3,1,1,0,Active,0
CMP-03070,Inductors,Texas Instruments,QFP,5.3,28,3,6,10696,0.123,0.384,11.0,-15.7,-0.087,0,2.0,75.8,30,4,1,0,0,Declining,0
CMP-03071,Connectors,Broadcom,SOIC,6.0,28,5,5,94,-0.038,0.222,11.6,0.2,0.072,1,60.0,81.7,18,6,1,1,0,Active,0
CMP-03072,Capacitors,Murata,QFN,9.7,65,2,1,4124,-0.358,-0.126,7.1,20.8,0.055,1,11.0,100.0,17,0,0,1,0,Declining,0
CMP-03073,Capacitors,TDK,CSP,28.0,250,1,6,27977,-0.114,-0.223,10.3,-19.6,,0,9.0,41.4,9,4,1,0,0,Declining,0
CMP-03074,Connectors,ON Semi,CSP,4.6,28,5,8,634,-0.007,-0.164,25.6,11.1,-0.002,1,2.0,67.1,3,1,1,1,0,Mature,0
CMP-03075,Transistors,Vishay,SOT-23,4.2,40,2,4,23153,0.259,0.018,10.4,-7.5,0.041,0,8.0,70.4,2,5,0,1,0,Mature,0
CMP-03076,ICs,Vishay,BGA,3.7,90,5,5,59,0.151,0.181,22.2,-2.9,0.311,0,5.0,54.5,12,2,1,0,0,Active,0
CMP-03077,Semiconductors,TDK,TO-220,14.0,40,2,5,15444,-0.101,0.152,8.7,3.3,-0.12,0,51.0,42.9,5,0,1,0,0,Last Buy,0
CMP-03078,Semiconductors,ROHM,SOIC,1.4,180,4,7,110,0.108,-0.109,13.8,5.8,-0.05,1,20.0,,12,1,1,0,0,Active,0
CMP-03079,ICs,NXP,SOT-23,3.4,40,3,6,1256,0.109,-0.166,13.8,-15.6,,0,8.0,,6,1,1,0,0,Active,0
CMP-03080,Diodes,Broadcom,DIP,10.3,28,3,3,86,-0.064,-0.162,10.1,-10.6,0.1,0,2.0,76.9,10,1,1,0,0,Last Buy,0
CMP-03081,Transistors,TDK,CSP,0.5,250,5,5,2854,0.213,-0.152,30.1,5.8,-0.012,1,12.0,82.6,10,1,1,1,0,Active,0
CMP-03082,Capacitors,ON Semi,BGA,2.7,40,4,5,62497,-0.154,0.244,15.9,22.6,0.097,2,26.0,56.6,11,3,1,0,0,Active,0
CMP-03083,Connectors,Analog Devices,SMD-0603,8.2,22,5,7,421,0.05,-0.158,21.3,29.5,0.153,0,32.0,39.7,15,1,0,0,0,Mature,0
CMP-03084,Inductors,Murata,QFN,1.6,22,6,6,60,-0.105,0.158,7.4,24.1,0.04,1,14.0,88.6,1,3,0,0,1,Active,0
CMP-03085,Inductors,Infineon,SMD-0603,2.9,250,3,8,516,-0.165,-0.496,33.4,-13.9,0.241,0,60.0,91.2,2,5,1,1,0,Active,0
CMP-03086,Resistors,ROHM,SMD-0805,5.3,90,5,7,6673,-0.203,0.037,10.3,0.4,-0.079,0,11.0,84.6,7,2,1,0,0,Mature,0
CMP-03087,Semiconductors,Samsung,TO-220,4.4,40,0,5,2569,0.009,-0.207,20.8,1.4,0.038,1,2.0,46.6,3,3,1,0,0,Active,0
CMP-03088,Connectors,Microchip,CSP,0.9,130,1,1,391965,0.045,-0.606,9.3,19.9,0.011,0,6.0,84.4,72,1,1,1,0,Active,0
CMP-03089,Capacitors,ROHM,SMD-0805,22.3,65,6,6,1142,0.14,-0.328,7.4,24.0,-0.072,0,19.0,48.3,9,0,1,0,0,EOL Announced,1
CMP-03090,Resistors,Infineon,QFN,0.5,28,6,2,17282,-0.052,-0.052,29.2,9.3,0.065,0,18.0,100.0,3,1,0,1,1,Active,0
CMP-03091,ICs,Samsung,SOIC,11.1,90,2,4,29,0.004,0.129,8.7,21.3,,1,7.0,54.1,24,4,1,0,0,Declining,0
CMP-03092,Resistors,Vishay,CSP,0.6,90,4,4,31638,0.124,0.125,14.2,52.3,0.033,0,39.0,88.6,0,3,1,0,0,Active,0
CMP-03093,Transistors,ROHM,SMD-0805,5.0,40,3,8,1028,0.019,0.278,8.2,23.6,0.078,2,5.0,55.6,8,6,1,0,0,Mature,0
CMP-03094,Semiconductors,Microchip,TO-220,1.5,10,8,5,923,-0.105,-0.163,3.7,-0.2,-0.044,1,6.0,63.5,7,4,1,0,0,Active,0
CMP-03095,Inductors,ROHM,SMD-0402,1.2,14,2,4,43,-0.104,0.023,13.2,-12.1,-0.068,1,13.0,55.9,24,3,1,0,1,Active,0
CMP-03096,ICs,Broadcom,SMD-0402,1.1,90,4,6,317,0.172,0.217,31.5,0.6,-0.07,0,10.0,76.9,35,5,0,1,1,Active,0
CMP-03097,Semiconductors,Intel,SOT-23,4.8,130,5,8,625,0.133,0.257,7.4,45.0,-0.039,0,12.0,64.5,21,3,1,0,0,Mature,0
CMP-03098,Semiconductors,Analog Devices,SOT-23,5.8,90,5,6,3015,0.087,0.149,8.0,-20.0,0.052,1,19.0,63.7,6,3,1,0,1,Active,0
CMP-03099,Resistors,ON Semi,BGA,1.1,130,6,9,851,0.179,0.211,13.4,-3.4,-0.056,1,55.0,64.8,18,3,1,0,0,Active,0
CMP-03100,Semiconductors,Infineon,SOT-23,30.0,90,8,6,89028,0.083,0.007,14.5,26.8,,1,18.0,79.6,17,6,1,0,1,EOL Announced,1
CMP-03101,Diodes,ROHM,TSSOP,2.4,180,4,8,24,0.408,-0.041,8.6,-11.2,0.101,0,6.0,61.5,15,4,1,0,0,Active,0
CMP-03102,Transistors,TDK,DIP,4.9,22,3,4,3068,-0.238,-0.224,5.5,14.7,-0.045,0,60.0,56.3,7,1,1,0,0,Active,0
CMP-03103,Resistors,Murata,SOT-23,1.9,40,5,3,10,0.012,-0.198,15.7,18.6,0.07,0,36.0,69.7,13,5,1,0,0,Active,0
CMP-03104,Capacitors,Murata,CSP,5.4,40,6,6,954,-0.088,0.03,8.6,-20.0,0.093,0,8.0,74.0,5,0,1,0,0,Mature,0
CMP-03105,Resistors,NXP,DIP,11.3,28,5,4,2740,-0.007,-0.321,20.6,-11.9,-0.048,1,11.0,73.7,7,4,1,1,0,Mature,0
CMP-03106,Diodes,ROHM,SOT-23,5.9,90,6,5,632,-0.167,0.217,7.1,-10.8,-0.043,0,3.0,41.4,10,2,1,0,0,Active,0
CMP-03107,Semiconductors,Murata,SMD-0603,2.7,180,0,3,18884,-0.223,-0.002,9.5,12.9,-0.074,0,12.0,99.0,1,2,1,0,0,Active,0
CMP-03108,Connectors,Murata,TSSOP,2.3,40,5,2,4601,-0.054,0.269,7.0,4.1,0.063,0,9.0,75.9,6,4,1,1,0,Mature,0
CMP-03109,Connectors,Intel,TSSOP,11.4,180,3,3,2531,0.128,-0.082,12.0,3.9,0.033,1,34.0,79.7,10,1,1,0,0,Mature,0
CMP-03110,Inductors,TDK,QFP,1.0,40,2,3,2212,-0.023,-0.067,7.6,-1.7,-0.134,0,6.0,52.1,0,2,0,1,0,Active,0
CMP-03111,Capacitors,Vishay,DIP,3.7,65,3,3,294,0.153,-0.151,17.4,-8.5,-0.018,0,20.0,68.8,6,3,1,0,0,Active,0
CMP-03112,Inductors,Murata,SOIC,1.3,65,10,10,658,-0.078,-0.198,11.0,25.5,,1,4.0,47.5,17,2,1,0,0,Active,0
CMP-03113,Semiconductors,Vishay,BGA,2.4,28,4,3,95549,-0.122,-0.04,14.1,40.1,-0.029,1,8.0,28.2,12,2,1,0,0,Active,0
CMP-03114,Semiconductors,Intel,QFN,1.3,40,1,5,656,-0.035,0.11,13.7,8.2,0.221,0,10.0,54.4,21,3,1,1,1,Active,0
CMP-03115,Transistors,Murata,DIP,17.4,65,1,5,127,0.036,-0.088,6.6,-1.8,0.107,0,60.0,75.4,91,3,1,1,0,Last Buy,0
CMP-03116,Diodes,Microchip,SMD-0805,10.5,180,3,7,23858,0.22,0.066,34.1,-5.4,0.047,1,21.0,,3,0,0,1,0,Mature,0
CMP-03117,Semiconductors,ON Semi,QFP,6.6,65,2,6,8453,0.112,-0.212,26.2,-19.7,0.01,2,9.0,73.9,8,3,1,1,1,Mature,0
CMP-03118,Capacitors,NXP,SMD-0603,2.0,28,3,9,817,0.148,-0.331,7.6,3.8,0.048,0,20.0,78.2,6,5,1,0,0,Mature,0
CMP-03119,Capacitors,Infineon,SMD-0402,5.7,7,6,3,148,-0.092,0.165,5.3,-20.0,-0.034,0,1.0,59.4,10,3,1,0,0,Active,0
CMP-03120,Capacitors,Renesas,TSSOP,5.9,250,3,6,18122,-0.169,0.288,11.0,10.7,0.149,0,4.0,62.5,10,7,1,0,0,Mature,0
CMP-03121,Capacitors,ON Semi,SMD-0603,7.1,40,3,7,528,-0.138,0.097,7.1,-1.5,-0.037,0,29.0,,3,3,1,1,0,Declining,0
CMP-03122,Semiconductors,STMicro,SOT-23,0.5,180,4,4,4399,0.022,-0.321,9.7,28.3,0.072,1,60.0,77.7,12,3,0,1,0,Active,0
CMP-03123,Resistors,Microchip,BGA,28.9,65,5,7,8089,-0.111,-0.063,9.9,10.0,0.097,0,18.0,87.6,5,3,1,1,0,Last Buy,1
CMP-03124,Diodes,Texas Instruments,TSSOP,5.0,65,4,4,931,0.309,-0.159,4.8,-10.5,-0.057,0,4.0,68.7,7,1,1,1,0,Mature,0
CMP-03125,Connectors,Murata,QFP,20.9,90,6,7,7108,0.062,-0.008,6.1,18.7,0.033,0,49.0,75.7,1,2,1,1,0,Declining,0
CMP-03126,Inductors,Vishay,SMD-0805,0.5,28,5,6,625,-0.216,-0.255,5.6,-12.5,0.048,2,2.0,69.0,9,5,1,1,0,Active,0
CMP-03127,Semiconductors,Texas Instruments,DIP,2.3,90,3,5,285,-0.023,0.21,18.2,5.5,-0.085,0,19.0,97.7,12,4,1,1,0,Active,0
CMP-03128,ICs,Samsung,SMD-0603,0.9,65,7,5,46,-0.0,-0.084,9.4,-4.8,0.023,1,10.0,64.7,2,1,1,1,0,Active,0
CMP-03129,Transistors,Murata,QFP,11.7,90,6,11,7993,-0.145,0.114,19.8,14.4,0.073,0,60.0,67.3,28,3,1,1,0,Mature,0
CMP-03130,Diodes,STMicro,DIP,3.1,130,4,5,462,0.113,0.111,5.0,1.6,0.008,2,8.0,59.8,2,4,1,1,0,Mature,0
CMP-03131,Transistors,Intel,CSP,14.7,22,0,4,1410,0.01,-0.063,14.1,-9.3,-0.083,0,11.0,76.7,96,3,1,1,1,Declining,0
CMP-03132,ICs,Broadcom,BGA,14.3,65,6,2,1843,0.114,-0.313,15.0,13.0,-0.034,0,35.0,83.2,10,2,0,1,0,Last Buy,0
CMP-03133,Connectors,NXP,CSP,8.8,10,2,2,1630,-0.001,0.275,13.2,11.4,0.168,0,7.0,72.0,27,1,1,0,1,Mature,0
CMP-03134,Capacitors,STMicro,TSSOP,8.8,14,6,4,491,-0.15,0.355,17.9,21.3,0.07,1,9.0,73.1,4,2,0,0,1,Declining,0
CMP-03135,Connectors,Vishay,QFN,9.6,90,4,6,439,0.058,-0.141,7.7,4.2,-0.005,0,14.0,59.9,4,1,0,1,0,Declining,0
CMP-03136,Diodes,Intel,SMD-0402,9.0,14,2,5,1294,-0.087,-0.272,18.9,8.7,0.19,2,15.0,43.9,7,4,1,1,0,Declining,0
CMP-03137,Diodes,ROHM,BGA,3.9,65,8,6,10,-0.17,0.262,7.5,18.8,0.149,2,2.0,98.1,27,3,1,0,0,Mature,0
CMP-03138,Connectors,Analog Devices,CSP,9.2,22,3,5,11,-0.01,-0.061,9.1,23.6,0.006,1,7.0,85.3,12,5,1,1,0,Declining,0
CMP-03139,Semiconductors,Infineon,SOT-23,18.2,28,3,7,4409,0.328,-0.217,17.0,-6.9,0.023,0,4.0,61.1,12,1,1,1,1,Last Buy,0
CMP-03140,Resistors,Intel,TO-220,3.2,14,4,7,24736,0.132,-0.259,26.4,-0.7,0.01,0,60.0,78.9,5,3,1,1,0,Active,0
CMP-03141,ICs,Murata,QFN,23.2,22,3,2,3422,0.109,0.154,4.6,35.3,0.066,0,6.0,81.0,14,3,1,0,0,EOL Announced,0
CMP-03142,Connectors,Texas Instruments,SOT-23,0.5,130,3,10,27119,-0.153,-0.086,6.3,14.7,-0.009,1,0.0,72.3,4,4,0,0,0,Active,0
CMP-03143,Connectors,Renesas,CSP,3.4,65,3,6,4481,0.09,0.138,13.5,13.2,0.125,1,2.0,92.8,4,4,1,0,1,Active,0
CMP-03144,Capacitors,Renesas,SMD-0603,1.1,180,1,6,2654,0.201,-0.093,23.6,-20.0,,1,13.0,36.5,2,3,1,1,0,Active,0
CMP-03145,Resistors,Texas Instruments,QFN,1.1,10,5,5,85,0.229,-0.291,2.8,-14.9,,0,19.0,77.0,16,2,0,1,1,Active,0
CMP-03146,Transistors,Vishay,SOT-23,13.5,130,4,5,2079,-0.195,-0.074,3.7,5.4,0.099,1,1.0,50.2,19,3,1,0,0,EOL Announced,1
CMP-03147,Inductors,Renesas,QFN,20.0,90,1,10,242,0.068,-0.333,33.9,19.6,0.082,1,1.0,73.9,8,0,1,0,0,Last Buy,1
CMP-03148,Diodes,Intel,BGA,12.0,28,2,3,72,0.035,-0.046,52.0,-17.3,-0.022,1,9.0,80.7,15,6,1,0,0,Last Buy,0
CMP-03149,Resistors,STMicro,TSSOP,30.0,90,2,7,3871,0.314,-0.19,13.6,-9.9,0.073,0,10.0,56.3,6,0,1,1,1,Last Buy,1
CMP-03150,Inductors,Microchip,QFP,2.0,90,6,5,1715,-0.036,-0.198,9.1,-5.5,-0.014,0,6.0,80.0,6,6,1,0,0,Active,0
CMP-03151,Capacitors,Vishay,SMD-0402,1.2,40,5,5,1895,-0.03,0.175,11.0,7.4,0.137,1,6.0,48.4,0,5,1,0,0,Active,0
CMP-03152,Inductors,Analog Devices,SMD-0402,5.9,90,3,4,621,0.137,-0.042,4.4,9.5,-0.043,1,19.0,65.0,8,3,1,0,0,Active,0
CMP-03153,Resistors,ROHM,SOT-23,14.1,40,4,3,31439,0.085,-0.45,11.9,18.9,0.035,0,14.0,61.8,4,1,1,1,0,Declining,0
CMP-03154,Resistors,NXP,SOT-23,0.5,28,6,6,4503,0.209,-0.065,4.3,-7.1,0.139,0,3.0,82.8,4,2,1,1,0,Active,0
CMP-03155,Inductors,Broadcom,QFN,30.0,40,4,8,279,-0.222,0.215,7.0,-9.6,0.057,0,9.0,92.3,12,1,1,1,0,Declining,0
CMP-03156,ICs,Vishay,SMD-0603,7.4,180,8,5,956,0.093,0.246,10.4,-11.2,-0.012,0,3.0,76.8,83,2,1,0,0,Mature,0
CMP-03157,Semiconductors,Broadcom,SOT-23,30.0,40,3,5,55,0.128,0.068,14.0,-10.5,-0.158,0,2.0,37.0,3,3,0,1,1,Declining,0
