supplier_id,country,component_category,years_in_business,num_manufacturing_sites,annual_revenue_millions,num_employees,on_time_delivery_rate,defect_rate_ppm,lead_time_days,lead_time_variability,financial_health_score,debt_to_equity_ratio,num_certifications,has_iso9001,has_iso14001,has_iatf16949,num_customers,single_source_pct,sub_tier_visibility,recent_disruption_events,news_sentiment_score,compliance_violations,geographic_risk_index,risk_label
SUP-1158,Malaysia,Semiconductors,37,1,222.3,267,0.874,276.0,9,0.156,15.8,1.86,2,1,1,1,49,0.356,0,2,,0,0.34,High
SUP-1159,China,Semiconductors,10,5,175.1,1190,0.891,620.0,20,0.004,73.3,0.59,5,0,0,1,5,0.185,1,1,0.323,0,0.638,Medium
SUP-1160,Mexico,Sensors,8,1,57.2,517,0.834,1011.0,20,0.188,36.8,1.35,4,1,1,0,10,0.304,2,2,0.529,0,0.38,Medium
SUP-1161,China,Memory,1,2,14.2,688,0.841,1858.0,18,0.297,63.1,0.65,5,1,1,1,85,0.506,1,0,0.581,0,0.578,Medium
SUP-1162,Taiwan,Semiconductors,9,1,20.5,670,0.887,1522.0,16,0.162,41.1,2.3,3,0,0,0,6,0.347,2,2,0.311,0,0.751,High
SUP-1163,India,Memory,5,2,23.9,58,0.5,197.0,56,0.005,65.1,1.92,2,1,1,1,32,0.243,1,0,0.416,0,0.479,Medium
SUP-1164,China,Memory,11,1,34.0,104,0.862,274.0,25,0.293,76.6,0.53,1,1,0,0,12,0.247,3,0,0.457,1,0.62,Medium
SUP-1165,Thailand,Power Management,5,2,81.6,456,0.79,58.0,65,0.198,95.1,0.31,2,1,1,0,30,0.032,3,0,0.228,0,0.389,Low
SUP-1166,Mexico,Sensors,3,2,159.6,53,0.687,142.0,43,0.071,34.2,0.74,5,1,0,1,21,0.457,1,0,0.626,0,0.4,Medium
SUP-1167,Japan,Passive Components,1,8,50.6,1093,0.873,1070.0,55,0.06,84.5,,2,1,0,0,15,0.33,2,0,0.647,0,0.048,Low
SUP-1168,China,Passive Components,4,1,55.9,1148,0.845,224.0,10,0.098,67.6,0.55,1,1,0,0,29,0.127,0,2,0.491,0,0.597,Medium
SUP-1169,Taiwan,PCB,1,1,67.7,597,0.573,485.0,28,0.303,56.0,1.38,4,1,1,1,12,0.136,2,0,0.326,0,0.681,Medium
SUP-1170,USA,Power Management,2,1,25.2,105,0.619,548.0,15,0.044,80.2,0.16,6,1,0,0,3,0.255,1,1,0.681,1,0.076,Medium
SUP-1171,Brazil,Sensors,50,3,13.6,2113,0.837,761.0,7,0.016,60.3,0.33,6,1,1,1,7,0.188,2,0,0.709,1,0.387,Medium
SUP-1172,USA,PCB,7,1,3.9,4650,0.796,101.0,49,0.3,79.4,0.93,4,1,1,0,7,0.318,1,1,0.62,1,0.048,Medium
SUP-1173,Taiwan,PCB,9,5,19.2,481,0.733,182.0,16,0.004,45.2,0.23,4,1,1,1,4,0.415,3,0,0.608,1,0.683,Medium
SUP-1174,USA,Power Management,24,2,111.0,744,0.69,297.0,10,0.363,52.3,,3,1,0,0,29,0.281,0,3,0.719,0,0.041,High
SUP-1175,Germany,Passive Components,50,2,19.0,513,0.857,227.0,15,0.055,83.9,2.65,2,1,1,0,16,0.091,3,0,0.581,0,0.121,Low
SUP-1176,Thailand,Sensors,10,3,38.2,762,0.729,2034.0,12,0.106,94.7,0.79,1,1,1,0,28,0.049,0,0,0.416,0,0.447,Low
SUP-1177,China,Passive Components,20,1,109.9,349,0.777,901.0,13,0.021,64.3,2.38,2,1,0,1,33,0.459,1,0,0.586,0,0.653,Medium
SUP-1178,India,PCB,4,1,119.2,387,0.835,327.0,17,0.349,9.3,1.03,2,1,0,0,42,0.206,2,3,0.522,2,0.477,High
SUP-1179,Germany,Sensors,4,2,10.8,1196,0.83,1057.0,56,0.208,61.0,1.03,2,1,1,0,30,0.344,3,2,0.586,1,0.072,Medium
SUP-1180,France,PCB,6,3,243.6,6732,0.826,214.0,13,0.387,65.6,0.72,5,1,1,0,7,0.481,2,0,0.777,0,0.045,Low
SUP-1181,Taiwan,Displays,13,1,296.2,75,0.944,770.0,54,0.172,60.3,0.12,2,1,1,0,35,0.322,1,1,0.36,0,0.667,Medium
SUP-1182,USA,Power Management,13,1,10.0,356,0.828,127.0,33,0.031,71.7,0.59,4,1,0,0,25,0.379,3,1,0.635,0,0.084,Low
SUP-1183,UK,Memory,4,7,15.9,97,0.822,740.0,25,0.055,55.5,0.23,5,1,1,1,179,0.294,2,0,0.349,2,0.068,Medium
SUP-1184,China,Sensors,1,1,325.9,2725,0.908,305.0,31,0.1,81.8,5.0,1,1,1,0,20,0.052,1,5,0.416,1,0.721,High
SUP-1185,UK,Sensors,12,4,43.8,199,0.742,57.0,20,0.14,41.7,0.25,2,1,0,0,29,0.526,2,1,0.915,0,0.135,Medium
SUP-1186,Vietnam,Memory,1,4,2.0,71,0.921,160.0,43,0.391,89.7,0.21,5,1,0,1,18,0.273,2,0,0.691,1,0.529,Low
SUP-1187,China,PCB,10,1,6.7,867,0.817,257.0,28,0.073,96.0,0.78,1,1,0,1,21,0.122,2,0,0.632,0,0.616,Low
SUP-1188,Taiwan,Displays,14,1,37.6,3272,0.771,692.0,7,0.182,46.7,0.57,6,0,0,1,19,0.143,2,2,,0,0.675,Medium
SUP-1189,Vietnam,Connectors,14,1,9.5,894,0.689,38.0,23,0.487,46.7,0.02,1,1,0,1,13,0.113,3,0,0.553,0,0.507,Medium
SUP-1190,China,Memory,16,3,29.4,515,0.827,539.0,32,0.025,73.2,0.11,2,1,0,0,23,0.195,3,0,0.185,0,0.635,Low
SUP-1191,USA,Power Management,24,3,57.3,659,0.684,629.0,16,0.298,41.3,1.33,8,1,1,1,37,0.137,2,0,0.607,0,0.148,Medium
SUP-1192,Taiwan,Passive Components,8,4,489.5,2203,0.82,531.0,21,0.082,55.1,0.53,6,1,0,0,13,0.282,0,0,0.351,2,0.715,Medium
SUP-1193,USA,PCB,15,6,35.3,141,0.847,715.0,13,0.198,87.1,,1,1,0,1,46,0.172,2,1,0.712,0,0.138,Low
SUP-1194,China,Memory,11,3,272.8,352,0.759,98.0,8,0.052,79.8,0.5,1,1,1,0,41,0.189,3,0,0.632,0,0.576,Low
SUP-1195,Malaysia,Memory,2,1,465.5,234,0.79,442.0,7,0.061,100.0,0.23,5,1,0,0,8,0.273,1,0,0.357,1,0.221,Low
SUP-1196,France,Sensors,1,1,469.4,99,0.893,1416.0,7,0.004,68.4,0.2,4,1,0,1,7,0.485,2,2,0.676,0,0.166,Medium
SUP-1197,France,Passive Components,4,5,83.7,272,0.873,472.0,30,0.533,52.8,2.53,4,0,0,1,31,0.218,2,0,1.0,0,0.07,Medium
SUP-1198,India,Passive Components,7,1,2.9,1524,0.942,473.0,4,0.252,66.0,0.36,1,0,1,1,11,0.055,2,0,0.559,0,0.42,Medium
SUP-1199,China,Power Management,11,1,109.0,796,0.831,667.0,13,0.015,62.0,0.04,1,1,1,0,7,0.2,3,1,0.776,1,0.556,Medium
SUP-1200,India,Passive Components,22,4,263.1,874,0.938,203.0,12,0.8,62.3,2.81,4,0,1,0,111,0.503,1,0,0.179,1,0.465,High
SUP-1201,China,Memory,2,2,48.3,480,0.881,603.0,16,0.139,64.5,1.27,4,1,1,1,7,0.443,2,1,0.694,0,0.573,Medium
SUP-1202,China,Connectors,1,6,747.6,755,0.814,1240.0,6,0.288,46.4,0.23,0,0,1,0,4,0.461,0,0,0.486,0,0.674,Medium
SUP-1203,Taiwan,Semiconductors,39,3,198.3,154,0.873,5.0,25,0.01,70.6,0.42,2,1,1,1,9,0.374,3,1,0.546,2,0.773,Medium
SUP-1204,Japan,PCB,1,1,128.0,278,0.859,1021.0,9,0.074,36.8,1.59,0,1,0,0,25,0.163,1,3,0.719,0,0.169,Medium
SUP-1205,Thailand,Semiconductors,7,6,278.5,507,0.926,123.0,39,0.166,50.7,0.35,3,1,0,0,21,0.298,3,0,0.551,0,0.365,Low
SUP-1206,Vietnam,Memory,10,1,90.0,562,0.89,304.0,13,0.017,62.6,0.67,2,0,1,1,132,0.195,1,1,0.277,1,0.593,Medium
SUP-1207,Japan,Semiconductors,9,2,1.3,592,0.512,956.0,18,0.101,19.8,0.61,2,1,1,1,9,0.569,1,0,0.905,0,0.208,Medium
SUP-1208,Taiwan,Memory,1,2,25.8,341,0.905,868.0,20,0.088,80.4,0.41,2,0,0,1,25,0.614,1,0,0.31,0,0.667,Medium
SUP-1209,Brazil,Semiconductors,1,1,328.9,256,0.894,1112.0,23,0.037,23.9,0.82,5,1,0,0,62,0.732,2,1,0.432,0,0.421,Medium
SUP-1210,South Korea,Passive Components,1,2,16.3,17842,0.647,1410.0,20,0.054,78.4,0.51,6,1,1,1,10,0.285,1,0,0.626,0,0.314,Low
SUP-1211,Japan,Displays,10,1,39.0,1197,0.774,296.0,15,0.512,39.1,0.02,2,1,0,1,40,0.336,1,1,0.627,0,0.179,Medium
SUP-1212,China,Passive Components,9,2,11.4,662,0.704,534.0,24,0.051,56.9,1.35,5,1,1,1,3,0.55,2,0,0.686,0,0.607,Medium
SUP-1213,Thailand,Passive Components,3,2,793.0,304,0.879,248.0,26,0.036,75.4,0.1,5,1,0,1,116,0.056,3,1,0.627,0,0.401,Medium
SUP-1214,Vietnam,Power Management,12,4,680.1,234,0.83,216.0,12,0.115,,0.5,6,0,0,1,54,0.329,3,1,0.83,0,0.647,Medium
SUP-1215,China,Sensors,20,4,14.5,344,0.84,282.0,25,0.167,67.3,0.69,3,1,1,0,10,0.642,1,0,0.698,0,0.63,Low
SUP-1216,China,Sensors,1,1,68.1,573,0.788,679.0,41,0.194,25.3,0.98,1,1,1,0,46,0.262,2,1,0.363,1,0.568,High
SUP-1217,Vietnam,Semiconductors,8,2,19.7,42,0.766,348.0,30,0.211,84.1,0.42,3,0,0,1,74,0.16,2,1,0.08,1,0.481,Medium
SUP-1218,Vietnam,Memory,14,2,137.3,61,0.892,841.0,35,0.006,60.4,1.06,0,1,1,1,5,0.173,2,0,0.63,0,0.595,Medium
SUP-1219,Taiwan,Power Management,3,1,117.3,187,0.64,684.0,22,0.075,,0.11,4,0,0,0,11,0.162,0,0,0.893,0,0.686,Medium
SUP-1220,UK,Passive Components,4,4,184.5,517,0.66,10.0,11,0.223,76.2,0.85,3,0,1,1,77,0.563,2,1,0.35,0,0.056,Medium
SUP-1221,China,Power Management,11,4,89.8,302,0.827,497.0,12,0.353,20.5,1.4,5,1,0,1,21,0.112,2,0,0.39,0,0.606,Medium
SUP-1222,Japan,Semiconductors,27,1,4460.9,2377,0.5,287.0,24,0.138,65.1,,1,1,1,0,31,0.216,1,0,0.671,0,0.144,Medium
SUP-1223,UK,Sensors,19,2,11.7,68,0.885,305.0,35,0.008,56.8,0.69,1,1,1,0,21,0.393,1,0,0.697,0,0.174,Low
SUP-1224,South Korea,Displays,10,1,4.2,163,0.965,853.0,106,0.076,89.4,0.3,3,1,0,1,48,0.074,1,0,0.824,0,0.383,Low
SUP-1225,USA,PCB,15,3,30.3,2500,0.617,397.0,36,0.012,79.5,0.14,2,0,0,0,33,0.217,3,0,0.928,0,0.089,Low
SUP-1226,South Korea,Semiconductors,5,1,5.2,472,0.875,1084.0,9,0.207,32.5,0.34,2,1,1,0,22,0.558,3,0,0.647,0,0.345,Medium
SUP-1227,Taiwan,Power Management,12,8,5.8,1166,0.957,624.0,12,0.01,90.3,0.62,1,1,0,1,2,0.104,0,0,0.415,1,0.698,Medium
SUP-1228,Brazil,Displays,7,4,12.2,4729,0.823,402.0,78,0.031,74.0,0.17,4,1,1,1,38,0.153,2,0,0.421,1,0.364,Low
SUP-1229,South Korea,PCB,2,2,13.7,175,0.779,702.0,17,0.081,34.1,2.44,2,0,0,0,41,0.271,1,0,0.491,0,0.394,Medium
SUP-1230,Malaysia,Connectors,14,3,13.0,358,0.894,20.0,20,0.093,66.1,1.82,5,1,1,1,5,0.295,2,1,0.806,0,0.402,Medium
SUP-1231,China,Semiconductors,9,6,118.8,290,0.587,14.0,11,0.078,85.7,0.03,5,1,1,0,6,0.204,1,1,0.5,1,0.622,Medium
SUP-1232,China,Semiconductors,5,3,25.6,38,0.895,44.0,51,0.093,40.7,0.66,2,0,0,0,33,0.374,1,3,0.792,0,0.573,High
SUP-1233,China,Connectors,29,1,41.7,277,0.609,288.0,27,0.187,92.6,1.25,3,1,1,1,24,0.439,3,2,0.295,0,0.556,Medium
SUP-1234,Vietnam,Connectors,1,2,208.8,1161,0.815,134.0,12,0.069,34.7,0.23,4,1,1,1,2,0.497,2,1,0.657,1,0.538,Medium
SUP-1235,South Korea,Semiconductors,4,5,17.3,771,0.785,2076.0,11,0.119,49.2,0.59,4,0,0,0,8,0.245,1,0,0.45,0,0.372,Medium
SUP-1236,Malaysia,Connectors,1,3,36.7,848,0.78,391.0,24,0.054,46.1,0.42,3,1,0,0,27,0.328,0,0,0.704,0,0.313,Low
SUP-1237,Japan,Passive Components,17,3,94.5,257,0.628,543.0,20,0.065,92.5,0.18,4,1,0,1,39,0.39,3,1,0.549,0,0.21,Medium
SUP-1238,France,PCB,14,5,3.0,183,0.87,163.0,33,0.143,55.2,0.76,4,1,0,1,11,0.254,0,0,0.76,0,0.095,Medium
SUP-1239,China,PCB,4,5,1.5,1850,0.683,194.0,27,0.101,41.7,4.05,9,1,1,0,17,0.335,2,1,0.513,0,0.578,High
SUP-1240,Malaysia,PCB,13,6,91.8,222,0.778,204.0,17,0.193,73.9,0.36,5,1,1,0,8,0.256,1,1,0.595,0,0.319,Medium
SUP-1241,Thailand,Passive Components,6,1,114.2,574,0.517,600.0,14,0.123,78.2,0.64,2,0,1,0,75,0.295,0,0,0.762,0,0.306,Medium
SUP-1242,Thailand,Memory,16,2,1207.5,490,0.859,321.0,18,0.244,78.4,0.32,2,1,0,0,23,0.228,2,0,0.58,0,0.382,Low
SUP-1243,Mexico,Connectors,7,4,69.2,2331,0.818,365.0,14,0.088,59.6,1.68,1,1,1,0,10,0.448,3,1,0.612,0,0.397,Medium
SUP-1244,India,Displays,6,4,186.7,1294,0.595,448.0,18,0.101,70.1,1.6,3,0,1,0,6,0.269,0,1,0.752,0,0.335,Medium
SUP-1245,USA,Connectors,32,3,40.7,85,0.739,732.0,20,0.166,52.0,0.16,2,0,1,0,5,0.197,0,0,0.585,0,0.042,Low
SUP-1246,China,Semiconductors,3,1,85.3,97,0.818,47.0,11,0.038,98.5,1.84,5,1,1,0,122,0.792,3,0,0.283,0,0.6,Medium
SUP-1247,China,Sensors,1,4,665.7,808,0.794,750.0,29,0.073,87.9,0.13,5,1,0,0,16,0.157,2,1,0.486,0,0.547,Low
SUP-1248,Philippines,Power Management,10,4,2.3,373,0.983,414.0,16,0.147,86.7,0.08,1,0,1,0,13,0.241,2,0,0.215,2,0.433,Medium
SUP-1249,USA,Power Management,41,1,101.5,233,0.881,553.0,12,0.004,80.9,0.85,4,1,1,1,16,0.11,1,0,0.55,0,0.005,Low
SUP-1250,Thailand,PCB,5,2,1344.0,1364,0.855,198.0,16,0.086,75.4,0.39,2,1,0,0,10,0.432,1,0,0.694,0,0.439,Low
SUP-1251,Japan,Connectors,1,1,83.4,505,0.834,263.0,23,0.137,40.1,0.61,4,1,0,1,18,0.223,1,1,0.625,0,0.211,Medium
SUP-1252,China,Displays,4,2,649.3,429,0.864,131.0,21,0.513,77.7,0.85,2,1,0,1,20,0.235,2,4,0.879,1,0.531,High
SUP-1253,China,Semiconductors,8,1,21.2,1028,0.663,1939.0,25,0.314,67.3,0.04,6,1,1,0,20,0.399,0,0,0.857,1,0.617,Medium
SUP-1254,Vietnam,Passive Components,2,2,52.0,257,0.644,344.0,34,0.049,90.3,0.28,2,1,1,0,5,0.059,2,0,0.651,1,0.497,Medium
SUP-1255,Japan,Memory,12,2,57.4,2649,0.918,2770.0,43,0.106,,,4,1,1,1,49,0.095,2,0,,0,0.18,Low
SUP-1256,China,Passive Components,50,3,2.0,156,0.978,336.0,23,0.009,76.0,0.25,5,1,0,0,11,0.566,3,0,0.734,0,0.68,Low
SUP-1257,Japan,Displays,7,3,9.5,887,0.948,124.0,10,0.041,31.3,0.04,5,1,1,0,10,0.534,3,1,0.446,0,0.1,Medium
SUP-1258,China,Semiconductors,5,5,10.5,2254,0.92,354.0,17,0.224,63.2,0.07,1,0,0,1,9,0.355,3,1,0.776,1,0.67,Medium
SUP-1259,USA,PCB,6,1,187.4,77,0.562,20.0,10,0.02,53.8,1.29,2,1,1,0,7,0.364,2,1,0.663,1,0.191,Medium
SUP-1260,Taiwan,Connectors,1,1,202.0,267,0.861,1176.0,55,0.045,70.0,1.94,0,1,1,1,26,0.146,1,2,0.731,1,0.62,High
SUP-1261,Thailand,Semiconductors,25,5,88.8,1588,0.5,853.0,66,0.432,56.7,0.13,8,1,0,1,49,0.213,1,0,0.7,0,0.456,Medium
SUP-1262,Taiwan,Power Management,6,1,187.9,1617,0.837,647.0,29,0.26,59.5,0.23,6,0,1,0,9,0.251,2,0,1.0,0,0.664,Low
SUP-1263,Japan,Memory,5,7,42.7,328,0.911,471.0,33,0.228,74.2,0.85,1,1,0,0,3,0.28,2,1,0.704,0,0.189,Low
SUP-1264,China,Passive Components,12,5,331.3,167,0.836,434.0,23,0.3,56.4,2.47,4,1,0,0,7,0.244,0,1,0.344,0,0.568,Medium
SUP-1265,China,Memory,7,2,55.3,1270,0.895,2861.0,25,0.208,67.4,,1,0,1,1,12,0.33,3,1,0.814,1,0.579,Medium
SUP-1266,South Korea,Memory,12,8,59.5,1669,0.725,163.0,7,0.019,34.6,1.55,2,1,0,0,5,0.59,0,1,0.514,0,0.274,Medium
SUP-1267,Japan,Displays,1,1,36.7,99,0.516,756.0,19,0.109,48.4,0.56,5,1,0,0,11,0.087,2,0,0.869,0,0.109,Low
SUP-1268,USA,Displays,20,2,152.4,95,0.515,435.0,11,0.088,78.1,2.51,3,1,0,0,11,0.263,2,0,0.909,0,0.144,Medium
SUP-1269,Taiwan,Connectors,33,3,29.0,528,0.839,1862.0,23,0.056,40.4,0.12,1,1,0,0,19,0.318,2,0,0.724,0,0.731,Low
SUP-1270,Vietnam,Displays,12,2,236.2,858,0.783,880.0,19,0.269,89.9,2.91,4,1,0,0,4,0.733,2,2,0.344,0,0.532,High
SUP-1271,Malaysia,Displays,37,6,10.0,281,0.878,3260.0,64,0.094,84.5,0.47,3,1,1,0,35,0.342,0,0,0.508,0,0.288,Medium
SUP-1272,Thailand,Semiconductors,1,1,10.5,911,0.861,444.0,34,0.009,59.6,2.45,2,0,0,0,105,0.397,3,0,0.868,0,0.393,Medium
SUP-1273,China,Power Management,7,2,153.1,172,0.822,114.0,23,0.048,100.0,0.49,3,1,1,1,83,0.025,3,0,,0,0.625,Low
SUP-1274,Japan,PCB,11,3,47.8,31,0.656,350.0,17,0.039,89.9,0.6,3,1,1,1,11,0.389,2,0,0.612,2,0.116,Medium
SUP-1275,China,Connectors,10,3,27.6,242,0.874,621.0,54,0.328,46.0,1.31,1,1,0,1,39,0.306,1,0,0.545,1,0.582,Medium
SUP-1276,China,Semiconductors,6,1,207.5,435,0.697,744.0,19,0.156,79.9,1.03,1,1,1,0,34,0.095,0,0,0.364,0,0.653,Medium
SUP-1277,Brazil,PCB,4,2,22.0,289,0.901,0.0,24,0.123,66.3,0.77,4,1,0,0,19,0.573,0,1,0.367,1,0.426,Medium
SUP-1278,China,Memory,1,5,40.4,100,0.686,352.0,20,0.106,49.5,0.43,5,0,0,1,23,0.361,2,1,0.647,1,0.665,Medium
SUP-1279,Japan,Semiconductors,5,1,445.3,45,0.885,134.0,15,0.158,43.6,1.26,6,1,0,0,39,0.631,1,0,0.74,0,0.03,Low
SUP-1280,USA,Sensors,2,5,549.3,217,0.89,1039.0,20,0.211,84.9,2.37,1,1,0,0,48,0.283,1,0,0.303,0,0.18,Medium
SUP-1281,Vietnam,Semiconductors,15,3,577.4,1184,0.7,83.0,6,0.121,53.0,0.01,3,1,1,0,8,0.225,2,0,0.766,0,0.553,Low
SUP-1282,Germany,Displays,2,4,35.8,1821,0.809,549.0,7,0.418,63.0,0.71,3,1,0,0,42,0.127,3,0,0.874,0,0.154,Low
SUP-1283,China,PCB,1,4,345.9,1677,0.909,155.0,24,0.565,,1.61,1,1,1,0,106,0.36,0,0,0.726,0,0.526,Medium
SUP-1284,Taiwan,Connectors,9,1,13.2,151,0.868,220.0,51,0.8,50.0,0.85,4,1,1,0,48,0.124,2,0,0.931,0,0.679,Medium
SUP-1285,Germany,Connectors,10,3,14.0,101,0.769,1411.0,24,0.166,,1.29,1,1,0,0,93,0.439,2,0,0.671,0,0.085,Low
SUP-1286,China,PCB,24,5,1.6,732,0.86,138.0,13,0.405,72.8,1.8,3,1,1,1,1,0.535,3,0,,1,0.615,Medium
SUP-1287,South Korea,Displays,10,2,671.4,864,0.724,50.0,8,0.078,13.2,1.11,3,1,1,0,36,0.242,2,0,0.669,0,0.395,Medium
SUP-1288,China,Passive Components,5,7,14.9,652,0.819,36.0,32,0.294,65.3,1.01,7,1,1,1,26,0.017,2,1,0.872,0,0.617,Medium
SUP-1289,China,Semiconductors,19,2,45.2,35,0.757,351.0,14,0.36,50.1,,5,1,1,1,56,0.325,2,0,0.708,0,0.665,Medium
SUP-1290,South Korea,Displays,9,1,13.9,142,0.629,513.0,29,0.352,93.0,1.59,2,0,0,1,6,0.017,3,0,0.494,1,0.376,Medium
SUP-1291,China,Sensors,1,2,154.9,389,0.916,198.0,25,0.267,100.0,1.35,7,1,0,1,12,0.153,3,0,0.685,0,0.641,Low
SUP-1292,Germany,Power Management,10,7,31.1,723,0.855,586.0,26,0.078,57.8,0.07,5,1,1,0,49,0.124,0,0,0.687,0,0.118,Low
SUP-1293,Vietnam,Memory,28,2,7.7,1013,0.742,31.0,20,0.026,30.6,0.22,5,1,0,1,6,0.052,2,0,0.558,0,0.568,Medium
SUP-1294,Thailand,PCB,6,5,105.9,479,0.876,974.0,25,0.061,67.3,0.65,1,1,1,1,25,0.223,2,0,0.805,1,0.328,Medium
SUP-1295,China,Power Management,4,5,6.4,600,0.916,848.0,18,0.219,60.9,0.99,5,0,1,0,19,0.374,2,1,0.618,0,0.638,Medium
SUP-1296,China,Semiconductors,1,2,15.5,446,0.5,2117.0,13,0.04,100.0,0.29,3,0,0,0,16,0.53,1,0,0.741,0,0.683,Low
SUP-1297,China,Connectors,1,1,2.3,918,0.765,1378.0,11,0.098,98.3,0.08,4,1,0,0,35,0.177,1,0,0.702,0,0.614,Low
SUP-1298,USA,Memory,6,4,6.4,587,0.961,220.0,4,0.125,82.3,0.3,2,1,1,0,6,0.157,2,1,0.455,1,0.136,Medium
SUP-1299,Vietnam,Power Management,10,2,71.4,436,0.91,255.0,18,0.139,53.3,1.18,1,1,0,1,9,0.244,1,0,0.404,1,0.557,Medium
SUP-1300,China,Passive Components,1,4,2.9,292,0.7,685.0,49,0.412,78.6,1.68,6,1,0,0,17,0.199,1,0,0.457,0,0.587,Medium
SUP-1301,UK,Power Management,33,2,5.9,444,0.937,72.0,31,0.162,70.3,1.95,2,1,0,0,6,0.295,3,0,0.584,0,0.257,Medium
SUP-1302,China,Sensors,16,2,54.4,721,0.846,188.0,23,0.231,69.8,0.38,3,1,0,1,68,0.013,1,1,0.918,0,0.546,Low
SUP-1303,Germany,Connectors,10,4,24.2,556,0.747,63.0,12,0.131,33.8,0.37,3,0,0,0,9,0.092,2,1,0.591,1,0.012,Medium
SUP-1304,Vietnam,PCB,21,2,1083.6,637,0.567,303.0,36,0.269,86.2,0.42,1,1,0,1,44,0.201,3,2,0.675,0,0.541,Medium
SUP-1305,Malaysia,Semiconductors,1,2,854.8,2020,0.883,401.0,18,0.046,67.2,0.38,1,1,0,1,8,0.34,2,0,0.775,0,0.275,Low
SUP-1306,India,PCB,7,2,14.9,554,0.803,119.0,51,0.035,63.0,0.88,3,1,1,1,40,0.177,1,1,0.528,1,0.464,Medium
SUP-1307,Thailand,Memory,11,2,125.9,185,0.673,13.0,11,0.391,53.0,0.35,2,0,0,1,4,0.312,0,0,,0,0.419,Medium
SUP-1308,Taiwan,Semiconductors,21,2,168.0,1164,0.743,635.0,12,0.177,49.1,0.02,3,0,0,1,82,0.258,2,1,0.81,0,0.727,Medium
SUP-1309,Thailand,Displays,18,4,22.3,78,0.703,10.0,12,0.167,71.3,0.46,2,1,1,1,62,0.508,3,0,0.714,1,0.339,Low
SUP-1310,China,Passive Components,3,2,5.8,110,0.791,1813.0,8,0.094,30.0,0.2,5,1,1,0,11,0.2,3,0,0.487,0,0.567,Medium
SUP-1311,Malaysia,Displays,33,2,53.6,603,0.537,125.0,11,0.071,80.8,0.02,3,1,0,0,8,0.139,2,0,0.518,0,0.362,Low
SUP-1312,Germany,Displays,1,3,42.1,749,0.907,545.0,21,0.122,43.9,0.51,2,1,1,0,31,0.222,1,0,0.617,1,0.077,Low
SUP-1313,Thailand,PCB,24,1,28.4,90,0.938,285.0,13,0.019,23.8,0.18,2,1,0,1,4,0.325,1,0,0.666,0,0.398,Medium
SUP-1314,Japan,Memory,42,1,106.0,254,0.828,31.0,3,0.091,100.0,0.48,6,1,0,1,20,0.644,2,0,0.849,0,0.125,Low
SUP-1315,USA,Passive Components,2,6,17.7,194,0.901,320.0,38,0.091,47.8,0.26,5,1,1,0,8,0.399,0,0,0.706,0,0.128,Low
SUP-1316,Germany,Power Management,15,4,9.7,224,0.514,364.0,7,0.116,50.6,0.74,4,1,0,1,15,0.101,3,1,0.403,0,0.082,Medium
SUP-1317,India,Semiconductors,1,3,64.3,1251,0.703,964.0,28,0.151,87.7,3.76,5,1,1,1,10,0.651,1,0,0.443,0,0.534,Medium
SUP-1318,China,Semiconductors,6,3,97.4,941,0.846,659.0,20,0.473,100.0,,4,1,1,1,9,0.145,1,0,0.662,1,0.563,Medium
SUP-1319,China,Sensors,8,1,9.3,394,0.783,41.0,71,0.158,34.3,0.83,5,1,0,0,110,0.277,1,0,0.629,0,0.531,Medium
SUP-1320,China,Connectors,10,3,219.7,209,0.908,117.0,36,0.323,45.9,2.01,3,0,0,0,43,0.468,1,0,0.431,0,0.542,Medium
SUP-1321,China,Sensors,32,2,3.8,79,0.813,187.0,14,0.122,47.3,0.37,2,1,0,0,4,0.555,2,1,0.811,0,0.66,Medium
SUP-1322,Malaysia,Power Management,13,2,22.9,2217,0.61,62.0,13,0.148,83.7,0.15,1,1,0,0,8,0.176,1,0,0.15,0,0.242,Low
SUP-1323,China,Sensors,7,2,37.1,821,0.511,305.0,49,0.011,97.8,0.27,3,1,1,0,47,0.063,2,1,0.667,0,0.534,Low
SUP-1324,France,Semiconductors,19,1,21.0,172,0.935,2077.0,8,0.021,43.4,0.41,4,1,0,1,52,0.244,2,1,0.291,0,0.14,Medium
SUP-1325,Taiwan,PCB,36,1,23.4,956,0.904,361.0,22,0.13,93.3,0.83,3,1,0,0,5,0.135,1,0,0.776,1,0.792,Medium
SUP-1326,China,Displays,1,7,903.8,370,0.616,677.0,18,0.076,50.8,0.0,4,1,1,0,40,0.467,1,0,0.547,0,0.709,Medium
SUP-1327,Thailand,Memory,48,2,15.2,285,0.823,574.0,16,0.241,71.7,1.54,3,1,0,1,26,0.587,3,1,0.75,0,0.396,Medium
SUP-1328,Vietnam,Displays,1,2,2125.6,680,0.851,948.0,24,0.118,39.6,0.06,2,0,0,0,2,0.219,0,0,0.522,0,0.348,Medium
SUP-1329,Japan,Displays,20,1,105.2,165,0.65,121.0,22,0.321,62.6,1.85,3,0,0,1,13,0.391,2,0,0.865,0,0.143,Medium
SUP-1330,Germany,Passive Components,3,1,62.7,267,0.757,701.0,26,0.538,62.8,2.39,3,1,1,1,17,0.243,1,1,0.227,0,0.163,Medium
